METAR,RCKU,170230Z,340,07KT,9999,FEW008 SCT016 BKN030,21,16,Q1019,NOSIG,A3010,,,
METAR,RCKU,170200Z,350,03KT,9999,FEW008 SCT016 BKN030,20,16,Q1019,NOSIG,A3010,,,
METAR,RCKU,170130Z,030,03KT,9999,FEW008 SCT016 BKN030,19,15,Q1019,NOSIG,A3010,,,
METAR,RCKU,170100Z,350,07KT,9999,FEW008 SCT016 BKN030,18,15,Q1019,NOSIG,A3009,,,
METAR,RCKU,170030Z,350,09KT,9999,FEW008 SCT016 BKN030,17,15,Q1018,NOSIG,A3009,,,
METAR,RCKU,170000Z,350,08KT,9999,SCT008 BKN016 BKN030,17,15,Q1018,NOSIG,A3007,,,
METAR,RCKU,162330Z,010,08KT,9999,SCT008 BKN016,17,15,Q1018,NOSIG,A3007,,,
METAR,RCKU,162300Z,350,08KT,9999,SCT008 BKN016,17,15,Q1018,NOSIG,A3006,,,
METAR,RCKU,162230Z,360,08KT,9000,SCT010 BKN016 BKN030,17,15,Q1018,NOSIG,A3006,,,
METAR,RCKU,162200Z,360,12KT,8000,FEW012 BKN030,17,15,Q1017,NOSIG,A3004,,,
METAR,RCKU,162130Z,350,12KT,8000,FEW012 BKN030,17,15,Q1017,NOSIG,A3003,,,
METAR,RCKU,162100Z,350,11KT,8000,FEW012 BKN030,17,15,Q1016,NOSIG,A3002,,,
METAR,RCKU,162030Z,350,10KT,8000,FEW012,17,15,Q1016,A3002,,,,
METAR,RCKU,162000Z,360,08KT,8000,FEW012,17,16,Q1016,A3001,,,,
METAR,RCKU,161900Z,360,08KT,8000,FEW012,17,16,Q1016,A3003,,,,
METAR,RCKU,161800Z,350,10KT,8000,FEW012 SCT040,17,16,Q1017,A3003,,,,
METAR,RCKU,161700Z,350,08KT,8000,FEW012 SCT040,18,16,Q1017,A3003,,,,
METAR,RCKU,161600Z,350,07KT,7000,FEW012 SCT030,18,16,Q1017,A3004,,,,
METAR,RCKU,161500Z,350,08KT,6000,FEW012 BKN030,17,16,Q1017,A3003,,,,
METAR,RCKU,161400Z,350,08KT,6000,FEW012 BKN030,17,16,Q1016,A3002,,,,
METAR,RCKU,161330Z,350,09KT,7000,FEW012 BKN030,18,16,Q1016,A3001,,,,
METAR,RCKU,161300Z,350,10KT,8000,FEW012 BKN030,18,16,Q1016,A3002,,,,
METAR,RCKU,161230Z,340,09KT,9000,FEW012 BKN030,18,17,Q1016,A3001,,,,
METAR,RCKU,161200Z,350,08KT,9000,FEW012 BKN030,19,17,Q1016,A3000,,,,
METAR,RCKU,161130Z,350,09KT,9000,FEW012 BKN030,19,17,Q1015,A3000,,,,
METAR,RCKU,161100Z,350,12KT,9000,FEW012 BKN030,20,18,Q1015,A2998,,,,
METAR,RCKU,161030Z,350,16KT,9000,FEW012 BKN030,20,18,Q1015,A2997,,,,
METAR,RCKU,161000Z,340,15KT,9999,FEW012 BKN030,21,18,Q1014,A2996,,,,
METAR,RCKU,160930Z,340,13KT,9999,FEW012,22,18,Q1014,A2996,,,,
METAR,RCKU,160900Z,340,14KT,9999,FEW012,23,18,Q1014,NOSIG,A2994,,,
METAR,RCKU,160830Z,350,15KT,9999,FEW012,24,18,Q1013,NOSIG,A2993,,,
METAR,RCKU,160800Z,330,13KT,9999,FEW012,25,19,Q1013,NOSIG,A2992,,,
METAR,RCKU,160730Z,340,14KT,9999,FEW012,26,18,Q1013,NOSIG,A2992,,,
METAR,RCKU,160700Z,340,15KT,9999,FEW012,26,18,Q1013,NOSIG,A2992,,,
METAR,RCKU,160630Z,340,14KT,9999,FEW012,27,19,Q1013,NOSIG,A2992,,,
METAR,RCKU,160600Z,330,13KT,9999,FEW012,27,19,Q1013,NOSIG,A2993,,,
METAR,RCKU,160530Z,340,12KT,9999,FEW012,28,20,Q1013,NOSIG,A2993,,,
METAR,RCKU,160500Z,350,10KT,9999,FEW012,28,18,Q1014,NOSIG,A2995,,,
METAR,RCKU,160430Z,360,08KT,9999,FEW012,28,18,Q1014,NOSIG,A2996,,,
METAR,RCKU,160400Z,360,07KT,9999,FEW012,27,19,Q1015,NOSIG,A2998,,,
METAR,RCKU,160330Z,360,07KT,8000,FEW012,26,19,Q1016,NOSIG,A3000,,,
METAR,RCKU,160300Z,020,07KT,6000,FEW012,25,19,Q1016,NOSIG,A3001,,,
SPECI,RCKU,160240Z,010,08KT,5000,HZ,FEW012,24,19,Q1016,NOSIG,A3002,,
METAR,RCKU,160230Z,010,09KT,4000,BR,FEW012,24,19,Q1016,BECMG,5000,BR,A3002
